id,tipo,fecha,IDdispositivo
225,S,2022-06-29T15:12:47.000Z,105
226,S,2022-06-29T15:12:47.000Z,105
227,S,2022-06-29T15:12:47.000Z,105
228,S,2022-06-29T15:12:47.000Z,105
229,S,2022-06-29T15:12:47.000Z,105
230,S,2022-06-29T15:12:47.000Z,105
231,S,2022-06-29T15:12:47.000Z,105
232,S,2022-06-29T15:12:47.000Z,105
233,S,2022-06-29T15:12:47.000Z,105
234,S,2022-06-29T15:12:47.000Z,105
235,S,2022-06-29T15:12:47.000Z,105
236,S,2022-06-29T15:12:47.000Z,105
237,S,2022-06-29T15:12:47.000Z,105
238,S,2022-06-29T15:12:47.000Z,105
239,S,2022-06-29T15:12:47.000Z,105
240,S,2022-06-29T15:12:47.000Z,105
241,S,2022-06-29T15:12:47.000Z,105
242,S,2022-06-29T15:12:47.000Z,105
243,S,2022-06-29T15:12:47.000Z,105
244,S,2022-06-29T15:12:47.000Z,105
245,S,2022-06-29T15:12:47.000Z,105
246,S,2022-06-29T15:12:47.000Z,105
247,S,2022-06-29T15:12:47.000Z,105
248,S,2022-06-29T15:12:47.000Z,105
249,S,2022-06-29T15:12:47.000Z,105
250,S,2022-06-29T15:12:47.000Z,105
251,S,2022-06-29T15:12:47.000Z,105
252,S,2022-06-29T15:12:47.000Z,105
253,S,2022-06-29T15:12:47.000Z,105
254,S,2022-06-29T15:12:47.000Z,105
255,S,2022-06-29T15:12:47.000Z,105
256,S,2022-06-29T15:12:47.000Z,105
257,S,2022-06-29T15:12:47.000Z,105
258,S,2022-06-29T15:12:47.000Z,105
259,S,2022-06-29T15:12:47.000Z,105
260,S,2022-06-29T15:12:47.000Z,105
261,S,2022-06-29T15:12:47.000Z,105
262,S,2022-06-29T15:12:47.000Z,105
263,S,2022-06-29T15:12:47.000Z,105
264,S,2022-06-29T15:12:47.000Z,105
265,S,2022-06-29T15:12:47.000Z,105
266,S,2022-06-29T15:13:34.000Z,105
267,S,2022-06-29T15:13:34.000Z,105
268,S,2022-06-29T15:13:34.000Z,105
269,S,2022-06-29T15:13:34.000Z,105
270,S,2022-06-29T15:13:34.000Z,105
271,S,2022-06-29T15:13:34.000Z,105
272,S,2022-06-29T15:13:34.000Z,105
273,S,2022-06-29T15:13:34.000Z,105
274,S,2022-06-29T15:13:34.000Z,105
275,S,2022-06-29T15:13:34.000Z,105
276,S,2022-06-29T15:13:34.000Z,105
277,S,2022-06-29T15:13:34.000Z,105
278,S,2022-06-29T15:13:34.000Z,105
279,S,2022-06-29T15:13:34.000Z,105
280,S,2022-06-29T15:13:34.000Z,105
281,S,2022-06-29T15:13:34.000Z,105
282,S,2022-06-29T15:13:34.000Z,105
283,S,2022-06-29T15:13:34.000Z,105
284,S,2022-06-29T15:13:34.000Z,105
285,S,2022-06-29T15:13:34.000Z,105
286,S,2022-06-29T15:13:34.000Z,105
287,S,2022-06-29T15:13:34.000Z,105
288,S,2022-06-29T15:13:34.000Z,105
289,S,2022-06-29T15:13:34.000Z,105
290,S,2022-06-29T15:13:34.000Z,105
291,S,2022-06-29T15:13:34.000Z,105
292,S,2022-06-29T15:13:34.000Z,105
293,S,2022-06-29T15:13:34.000Z,105
294,S,2022-06-29T15:13:34.000Z,105
295,S,2022-06-29T15:13:34.000Z,105
296,S,2022-06-29T15:13:34.000Z,105
297,S,2022-06-29T15:13:34.000Z,105
298,S,2022-06-29T15:13:34.000Z,105
299,S,2022-06-29T15:13:34.000Z,105
300,S,2022-06-29T15:13:34.000Z,105
301,S,2022-06-29T15:13:34.000Z,105
302,S,2022-06-29T15:13:34.000Z,105
303,S,2022-06-29T15:13:34.000Z,105
304,S,2022-06-29T15:13:34.000Z,105
305,S,2022-06-29T15:13:34.000Z,105
306,S,2022-06-29T15:13:34.000Z,105
307,S,2022-06-29T15:13:34.000Z,105
308,S,2022-06-29T15:13:34.000Z,105
309,S,2022-06-29T15:13:34.000Z,105
310,S,2022-06-29T15:13:34.000Z,105
311,S,2022-06-29T15:13:34.000Z,105
312,S,2022-06-29T15:13:34.000Z,105
313,S,2022-06-29T15:13:34.000Z,105
314,S,2022-06-29T15:13:34.000Z,105
315,S,2022-06-29T15:13:34.000Z,105
316,S,2022-06-29T15:13:34.000Z,105
317,S,2022-06-29T15:13:34.000Z,105
318,S,2022-06-29T15:13:34.000Z,105
319,S,2022-06-29T15:13:34.000Z,105
320,S,2022-06-29T15:13:34.000Z,105
321,S,2022-06-29T15:13:34.000Z,105
322,S,2022-06-29T15:13:34.000Z,105
323,S,2022-06-29T15:13:34.000Z,105
324,S,2022-06-29T15:13:34.000Z,105
325,S,2022-06-29T15:13:34.000Z,105
326,S,2022-06-29T15:13:34.000Z,105
327,S,2022-06-29T15:13:35.000Z,105
328,S,2022-06-29T15:14:09.000Z,105
329,S,2022-06-29T15:14:09.000Z,105
330,S,2022-06-29T15:14:09.000Z,105
331,S,2022-06-29T15:14:09.000Z,105
332,S,2022-06-29T15:14:09.000Z,105
333,S,2022-06-29T15:14:09.000Z,105
334,S,2022-06-29T15:14:09.000Z,105
335,S,2022-06-29T15:14:09.000Z,105
336,S,2022-06-29T15:14:09.000Z,105
337,S,2022-06-29T15:14:09.000Z,105
338,S,2022-06-29T15:14:09.000Z,105
339,S,2022-06-29T15:14:09.000Z,105
340,S,2022-06-29T15:14:09.000Z,105
341,S,2022-06-29T15:14:09.000Z,105
342,S,2022-06-29T15:14:09.000Z,105
343,S,2022-06-29T15:14:09.000Z,105
344,S,2022-06-29T15:14:09.000Z,105
345,S,2022-06-29T15:14:09.000Z,105
346,S,2022-06-29T15:14:09.000Z,105
347,S,2022-06-29T15:14:09.000Z,105
348,S,2022-06-29T15:14:09.000Z,105
349,S,2022-06-29T15:14:09.000Z,105
350,S,2022-06-29T15:14:09.000Z,105
351,S,2022-06-29T15:14:09.000Z,105
352,S,2022-06-29T15:14:09.000Z,105
353,S,2022-06-29T15:14:09.000Z,105
354,S,2022-06-29T15:14:09.000Z,105
355,S,2022-06-29T15:14:09.000Z,105
356,S,2022-06-29T15:14:09.000Z,105
357,S,2022-06-29T15:14:09.000Z,105
358,S,2022-06-29T15:14:09.000Z,105
359,S,2022-06-29T15:14:09.000Z,105
360,S,2022-06-29T15:14:09.000Z,105
361,S,2022-06-29T15:14:09.000Z,105
362,S,2022-06-29T15:14:09.000Z,105
363,S,2022-06-29T15:14:09.000Z,105
364,S,2022-06-29T15:14:09.000Z,105
365,S,2022-06-29T15:14:09.000Z,105
366,S,2022-06-29T15:14:09.000Z,105
367,S,2022-06-29T15:14:09.000Z,105
368,S,2022-06-29T15:14:09.000Z,105
369,S,2022-06-29T15:14:09.000Z,105
370,S,2022-06-29T15:14:09.000Z,105
371,S,2022-06-29T15:14:09.000Z,105
372,S,2022-06-29T15:14:09.000Z,105
373,S,2022-06-29T15:14:09.000Z,105
374,S,2022-06-29T15:14:09.000Z,105
375,S,2022-06-29T15:14:09.000Z,105
376,S,2022-06-29T15:14:09.000Z,105
377,S,2022-06-29T15:14:09.000Z,105
378,S,2022-06-29T15:14:09.000Z,105
379,S,2022-06-29T15:14:09.000Z,105
380,S,2022-06-29T15:14:09.000Z,105
381,S,2022-06-29T15:14:09.000Z,105
382,S,2022-06-29T15:14:09.000Z,105
383,S,2022-06-29T15:14:09.000Z,105
384,S,2022-06-29T15:14:09.000Z,105
385,S,2022-06-29T15:14:09.000Z,105
386,S,2022-06-29T15:14:09.000Z,105
387,S,2022-06-29T15:14:09.000Z,105
388,S,2022-06-29T15:14:09.000Z,105
389,S,2022-06-29T15:14:09.000Z,105
390,S,2022-06-29T17:12:17.000Z,105
391,S,2022-06-29T17:12:17.000Z,105
392,S,2022-06-29T17:12:17.000Z,105
393,S,2022-06-29T17:12:17.000Z,105
394,S,2022-06-29T17:12:17.000Z,105
395,S,2022-06-29T17:12:17.000Z,105
396,S,2022-06-29T17:12:17.000Z,105
397,S,2022-06-29T17:12:17.000Z,105
398,S,2022-06-29T17:12:17.000Z,105
399,S,2022-06-29T17:12:17.000Z,105
400,S,2022-06-29T17:12:17.000Z,105
401,S,2022-06-29T17:12:17.000Z,105
402,S,2022-06-29T17:12:17.000Z,105
403,S,2022-06-29T17:12:17.000Z,105
404,S,2022-06-29T17:12:17.000Z,105
405,S,2022-06-29T17:12:17.000Z,105
406,S,2022-06-29T17:12:17.000Z,105
407,S,2022-06-29T17:12:17.000Z,105
408,S,2022-06-29T17:12:17.000Z,105
409,S,2022-06-29T17:12:17.000Z,105
410,S,2022-06-29T17:12:17.000Z,105
411,S,2022-06-29T17:12:17.000Z,105
412,S,2022-06-29T17:12:17.000Z,105
413,S,2022-06-29T17:12:17.000Z,105
414,S,2022-06-29T17:12:17.000Z,105
415,S,2022-06-29T17:12:17.000Z,105
416,S,2022-06-29T17:12:17.000Z,105
417,S,2022-06-29T17:12:17.000Z,105
418,S,2022-06-29T17:12:17.000Z,105
419,S,2022-06-29T17:12:17.000Z,105
420,S,2022-06-29T17:12:17.000Z,105
421,S,2022-06-29T17:12:17.000Z,105
422,S,2022-06-29T17:12:17.000Z,105
423,S,2022-06-29T17:12:17.000Z,105
424,S,2022-06-29T17:12:17.000Z,105
425,S,2022-06-29T17:12:17.000Z,105
426,S,2022-06-29T17:12:17.000Z,105
427,S,2022-06-29T17:12:17.000Z,105
428,S,2022-06-29T17:12:17.000Z,105
429,S,2022-06-29T17:12:17.000Z,105
430,S,2022-06-29T17:12:17.000Z,105
431,S,2022-06-29T17:12:17.000Z,105
432,S,2022-06-29T17:12:17.000Z,105
433,S,2022-06-29T17:12:17.000Z,105
434,S,2022-06-29T17:12:17.000Z,105
435,S,2022-06-29T17:12:17.000Z,105
436,S,2022-06-29T17:12:17.000Z,105
437,S,2022-06-29T17:12:17.000Z,105
438,S,2022-06-29T17:12:17.000Z,105
439,S,2022-06-29T17:12:17.000Z,105
440,S,2022-06-29T17:12:17.000Z,105
441,S,2022-06-29T17:12:17.000Z,105
442,S,2022-06-29T17:12:17.000Z,105
443,S,2022-06-29T17:12:17.000Z,105
444,S,2022-06-29T17:12:17.000Z,105
445,S,2022-06-29T17:12:17.000Z,105
446,S,2022-06-29T17:12:17.000Z,105
447,S,2022-06-29T17:12:17.000Z,105
448,S,2022-06-29T17:12:17.000Z,105
449,S,2022-06-29T17:12:17.000Z,105
450,S,2022-06-29T17:12:17.000Z,105
451,S,2022-06-29T17:12:17.000Z,105
452,S,2022-06-29T17:12:27.000Z,105
453,S,2022-06-29T17:12:27.000Z,105
454,S,2022-06-29T17:12:27.000Z,105
455,S,2022-06-29T17:12:27.000Z,105
456,S,2022-06-29T17:12:27.000Z,105
457,S,2022-06-29T17:12:27.000Z,105
458,S,2022-06-29T17:12:27.000Z,105
459,S,2022-06-29T17:12:27.000Z,105
460,S,2022-06-29T17:12:27.000Z,105
461,S,2022-06-29T17:12:27.000Z,105
462,S,2022-06-29T17:12:27.000Z,105
463,S,2022-06-29T17:12:27.000Z,105
464,S,2022-06-29T17:12:27.000Z,105
465,S,2022-06-29T17:12:27.000Z,105
466,S,2022-06-29T17:12:27.000Z,105
467,S,2022-06-29T17:12:27.000Z,105
468,S,2022-06-29T17:12:27.000Z,105
469,S,2022-06-29T17:12:27.000Z,105
470,S,2022-06-29T17:12:27.000Z,105
471,S,2022-06-29T17:12:27.000Z,105
472,S,2022-06-29T17:12:27.000Z,105
473,S,2022-06-29T17:12:27.000Z,105
474,S,2022-06-29T17:12:27.000Z,105
475,S,2022-06-29T17:12:27.000Z,105
476,S,2022-06-29T17:12:27.000Z,105
477,S,2022-06-29T17:12:27.000Z,105
478,S,2022-06-29T17:12:27.000Z,105
479,S,2022-06-29T17:12:27.000Z,105
480,S,2022-06-29T17:12:27.000Z,105
481,S,2022-06-29T17:12:27.000Z,105
482,S,2022-06-29T17:12:27.000Z,105
483,S,2022-06-29T17:12:27.000Z,105
484,S,2022-06-29T17:12:27.000Z,105
485,S,2022-06-29T17:12:27.000Z,105
486,S,2022-06-29T17:12:27.000Z,105
487,S,2022-06-29T17:12:27.000Z,105
488,S,2022-06-29T17:12:27.000Z,105
489,S,2022-06-29T17:12:27.000Z,105
490,S,2022-06-29T17:12:27.000Z,105
491,S,2022-06-29T17:12:27.000Z,105
492,S,2022-06-29T17:12:27.000Z,105
493,S,2022-06-29T17:12:27.000Z,105
494,S,2022-06-29T17:12:27.000Z,105
495,S,2022-06-29T17:12:27.000Z,105
496,S,2022-06-29T17:12:27.000Z,105
497,S,2022-06-29T17:12:27.000Z,105
498,S,2022-06-29T17:12:27.000Z,105
499,S,2022-06-29T17:12:27.000Z,105
500,S,2022-06-29T17:12:27.000Z,105
501,S,2022-06-29T17:12:27.000Z,105
502,S,2022-06-29T17:12:27.000Z,105
503,S,2022-06-29T17:12:27.000Z,105
504,S,2022-06-29T17:12:27.000Z,105
505,S,2022-06-29T17:12:27.000Z,105
506,S,2022-06-29T17:12:27.000Z,105
507,S,2022-06-29T17:12:27.000Z,105
508,S,2022-06-29T17:12:27.000Z,105
509,S,2022-06-29T17:12:27.000Z,105
510,S,2022-06-29T17:12:27.000Z,105
511,S,2022-06-29T17:12:27.000Z,105
512,S,2022-06-29T17:12:27.000Z,105
513,S,2022-06-29T17:12:27.000Z,105
514,S,2022-06-29T17:14:08.000Z,105
515,S,2022-06-29T17:14:08.000Z,105
516,S,2022-06-29T17:14:08.000Z,105
517,S,2022-06-29T17:14:08.000Z,105
518,S,2022-06-29T17:14:08.000Z,105
519,S,2022-06-29T17:14:08.000Z,105
520,S,2022-06-29T17:14:08.000Z,105
521,S,2022-06-29T17:14:08.000Z,105
522,S,2022-06-29T17:14:08.000Z,105
523,S,2022-06-29T17:14:08.000Z,105
524,S,2022-06-29T17:14:08.000Z,105
525,S,2022-06-29T17:14:08.000Z,105
526,S,2022-06-29T17:14:08.000Z,105
527,S,2022-06-29T17:14:08.000Z,105
528,S,2022-06-29T17:14:08.000Z,105
529,S,2022-06-29T17:14:08.000Z,105
530,S,2022-06-29T17:14:08.000Z,105
531,S,2022-06-29T17:14:08.000Z,105
532,S,2022-06-29T17:14:08.000Z,105
533,S,2022-06-29T17:14:08.000Z,105
534,S,2022-06-29T17:14:08.000Z,105
535,S,2022-06-29T17:14:08.000Z,105
536,S,2022-06-29T17:14:08.000Z,105
537,S,2022-06-29T17:14:08.000Z,105
538,S,2022-06-29T17:14:08.000Z,105
539,S,2022-06-29T17:14:08.000Z,105
540,S,2022-06-29T17:14:08.000Z,105
541,S,2022-06-29T17:14:08.000Z,105
542,S,2022-06-29T17:14:08.000Z,105
543,S,2022-06-29T17:14:08.000Z,105
544,S,2022-06-29T17:14:08.000Z,105
545,S,2022-06-29T17:14:08.000Z,105
546,S,2022-06-29T17:14:08.000Z,105
547,S,2022-06-29T17:14:08.000Z,105
548,S,2022-06-29T17:14:08.000Z,105
549,S,2022-06-29T17:14:08.000Z,105
550,S,2022-06-29T17:14:08.000Z,105
551,S,2022-06-29T17:14:08.000Z,105
552,S,2022-06-29T17:14:08.000Z,105
553,S,2022-06-29T17:14:08.000Z,105
554,S,2022-06-29T17:14:08.000Z,105
555,S,2022-06-29T17:14:08.000Z,105
556,S,2022-06-29T17:14:08.000Z,105
557,S,2022-06-29T17:14:08.000Z,105
558,S,2022-06-29T17:14:08.000Z,105
559,S,2022-06-29T17:14:08.000Z,105
560,S,2022-06-29T17:14:08.000Z,105
561,S,2022-06-29T17:14:08.000Z,105
562,S,2022-06-29T17:14:08.000Z,105
563,S,2022-06-29T17:14:08.000Z,105
564,S,2022-06-29T17:14:08.000Z,105
565,S,2022-06-29T17:14:08.000Z,105
566,S,2022-06-29T17:14:08.000Z,105
567,S,2022-06-29T17:14:08.000Z,105
568,S,2022-06-29T17:14:08.000Z,105
569,S,2022-06-29T17:14:08.000Z,105
570,S,2022-06-29T17:14:08.000Z,105
571,S,2022-06-29T17:14:08.000Z,105
572,S,2022-06-29T17:14:08.000Z,105
573,S,2022-06-29T17:14:08.000Z,105
574,S,2022-06-29T17:14:08.000Z,105
575,S,2022-06-29T17:14:08.000Z,105
576,D,2022-07-07T23:16:05.000Z,115
